N,P,K,temperature,humidity,ph,rainfall,label
100.0,41.0,22.0,22.4204752,84.55794703,7.31880216,93.46595573,cotton
101.0,58.0,18.0,25.66891439,81.38103349,6.6521437,78.59595817,cotton
22.0,123.0,205.0,32.44577836,83.88504863,5.89634344,68.73932528,grapes
23.0,142.0,197.0,39.06555518,82.03812973,6.00057372,69.30772897,grapes
3.0,134.0,199.0,20.28370163,81.32235739,5.81717753,71.06611222,grapes
33.0,120.0,205.0,35.12158265,82.26890793,5.55083218,69.71518491,grapes
39.0,139.0,201.0,41.18664903,81.01783402,5.53998081,68.68895899,grapes
8.0,136.0,201.0,41.65602996,82.22118237,5.60925599,74.19664838,grapes
38.0,138.0,204.0,25.11108456,83.25447587,6.32548003,73.01026829,grapes
25.0,130.0,197.0,39.70772192,82.68593454,5.55483198,74.91506217,grapes
27.0,145.0,205.0,9.46796044,82.29335466,5.80024269,66.02765219,grapes
40.0,121.0,199.0,26.18159716,81.03886263,6.31558631,66.05911698,grapes
39.0,138.0,203.0,21.19339319,82.33098331,6.39943377,74.62834921,grapes
20.0,142.0,196.0,10.89875873,80.01639435,6.20760078,68.69420397,grapes
25.0,129.0,195.0,17.98667801,81.17712085,5.77727149,72.37127689,grapes
14.0,131.0,198.0,33.4641162,83.86742974,5.56279095,67.92204319,grapes
31.0,136.0,197.0,31.11047251,83.34010951,5.65377606,71.43001582,grapes
8.0,133.0,195.0,20.46657776,80.97598029,6.45607958,71.29813872,grapes
28.0,145.0,202.0,19.2077707,82.9042841,6.48432319,66.83113717,grapes
37.0,135.0,205.0,11.82768186,80.2827185,5.51092485,74.10225057,grapes
15.0,125.0,199.0,18.4269936,80.55625868,5.56923032,69.75734306,grapes
21.0,134.0,202.0,10.72302459,80.02130636,6.42541993,65.2982112,grapes
6.0,142.0,202.0,27.23708304,82.94573346,6.22454294,70.42508897,grapes
19.0,120.0,195.0,18.73932187,81.12109244,5.93153845,73.55807954,grapes
17.0,134.0,204.0,39.04071989,80.18393287,6.49960493,73.88467027,grapes
29.0,122.0,196.0,41.94865736,81.15595212,5.63832848,73.06862952,grapes
6.0,139.0,199.0,25.67385024,81.6212135,6.29099842,74.10919422,grapes
32.0,130.0,196.0,40.66012294,81.24995984,6.37295954,74.03030056,grapes
38.0,132.0,197.0,20.42094753,81.54185044,5.93110182,66.93065667,grapes
11.0,122.0,195.0,12.14190714,83.56812483,5.6472024,69.63122027,grapes
35.0,125.0,204.0,19.6491772,80.15215777,6.10774179,73.69529586,grapes
22.0,133.0,201.0,23.81995682,80.12211649,6.00299607,67.2739864,grapes
32.0,120.0,204.0,10.38004759,83.44518113,6.1389587,67.3917379,grapes
39.0,140.0,203.0,21.11903604,80.63399198,6.34987591,69.27779761,grapes
40.0,132.0,202.0,24.57558351,80.70695797,5.97181301,69.706113,grapes
20.0,122.0,204.0,11.7976469,80.86325389,6.48736969,65.06962486,grapes
25.0,121.0,201.0,30.50734778,82.71775569,5.5942406,70.08200379,grapes
6.0,128.0,200.0,25.96308415,82.57813624,5.83874831,70.31782647,grapes
23.0,138.0,200.0,9.85124263,80.22631717,5.96537863,68.42802444,grapes
40.0,126.0,201.0,11.36300891,80.03100049,6.11698294,71.18289431,grapes
12.0,142.0,203.0,31.3115978,82.56407013,5.97285084,65.01095312,grapes
17.0,136.0,195.0,41.20733624,81.61051026,6.38978328,65.90227462,grapes
36.0,133.0,198.0,25.51939719,83.98351748,6.2286454,69.17281221,grapes
39.0,145.0,201.0,36.73126647,80.58931938,5.77560044,72.24230804,grapes
37.0,124.0,195.0,18.70679077,83.4795292,6.20992825,66.5964488,grapes
24.0,140.0,205.0,12.087022,83.59398734,5.93202852,68.66813363,grapes
38.0,120.0,197.0,17.5438296,82.94703302,6.32372257,73.77063744,grapes
16.0,139.0,203.0,17.82803682,80.96093443,6.27564088,65.84748763,grapes
31.0,144.0,202.0,11.02105378,80.55557235,5.87060062,68.23963161,grapes
29.0,142.0,203.0,29.67229086,83.71498986,5.89119565,66.48490371,grapes
35.0,140.0,197.0,16.77557314,82.75241875,6.10619056,66.76285469,grapes
8.0,127.0,196.0,27.02766138,83.17093908,5.83330216,70.95666003,grapes
19.0,123.0,200.0,34.76086052,81.03544763,6.16701353,65.70430027,grapes
6.0,125.0,204.0,27.92004934,82.93262435,5.73353981,69.92092839,grapes
36.0,128.0,204.0,25.23542319,80.68700527,5.69579276,67.03840888,grapes
30.0,120.0,200.0,38.06099482,82.24729637,6.23490425,65.70148216,grapes
32.0,139.0,198.0,35.89307536,82.66850729,6.35818685,66.53946559,grapes
26.0,135.0,203.0,33.78372897,81.16314317,5.68510277,74.53557341,grapes
8.0,120.0,196.0,24.06679352,82.66396666,6.05366254,69.81855775,grapes
28.0,122.0,197.0,19.89363946,82.73366439,5.85657534,69.66256816,grapes
11.0,124.0,204.0,13.42988625,80.06633966,6.36114111,71.40043037,grapes
24.0,130.0,195.0,29.99677232,81.54156612,6.11230567,67.12534492,grapes
38.0,135.0,203.0,41.36106301,82.79782954,6.44437312,69.92107482,grapes
1.0,132.0,200.0,16.27852801,82.94270065,5.62074564,66.57462809,grapes
9.0,122.0,201.0,29.58748357,80.91934392,5.57029054,68.06417307,grapes
8.0,139.0,199.0,29.36947679,81.53996362,6.33642667,66.13442813,grapes
32.0,141.0,204.0,8.82567475,82.89753705,5.5366456,67.235765,grapes
35.0,134.0,204.0,9.94992908,82.55138983,5.84113835,66.00817551,grapes
16.0,145.0,199.0,26.91624843,80.76838926,5.95396636,69.30927185,grapes
32.0,129.0,201.0,16.36251869,83.00471609,6.48754639,71.55665483,grapes
35.0,135.0,199.0,21.77466746,80.54942557,6.40071975,69.39630398,grapes
21.0,139.0,201.0,19.3642553,83.36094029,5.98059858,67.15094741,grapes
36.0,125.0,196.0,37.46566825,80.65968681,6.15526103,66.83872293,grapes
32.0,138.0,197.0,9.53558554,80.73112694,5.90872434,69.44115171,grapes
0.0,137.0,195.0,22.4359017,80.18612085,6.32949983,65.3973168,grapes
24.0,131.0,196.0,22.03296178,83.74372787,5.73245364,65.34440794,grapes
40.0,143.0,201.0,24.97256132,82.72828653,6.47675772,66.70016285,grapes
22.0,138.0,195.0,27.83487131,83.51444973,6.20819688,73.02882766,grapes
33.0,139.0,203.0,33.34214482,82.51034633,5.69328742,70.68098614,grapes
40.0,140.0,195.0,14.97846952,80.49979873,6.29439568,71.63437433,grapes
7.0,126.0,203.0,16.76201707,82.00335557,5.6621401,73.28712806,grapes
37.0,144.0,197.0,11.18994268,80.8084305,6.41555596,66.34234944,grapes
34.0,133.0,202.0,15.31413469,80.09711412,5.80479914,74.82144653,grapes
13.0,132.0,203.0,23.60115364,82.48336987,6.42321651,73.23901752,grapes
16.0,130.0,201.0,29.12033769,82.79092939,5.68239543,68.8503047,grapes
4.0,134.0,200.0,28.57828803,80.95628959,5.84025627,73.34232097,grapes
39.0,129.0,203.0,34.38922481,83.18392806,5.86399669,71.03001556,grapes
39.0,127.0,202.0,15.3246651,81.67215994,6.47776804,71.60102999,grapes
9.0,141.0,202.0,21.01245395,81.17931863,6.1194953,66.38448261,grapes
5.0,126.0,197.0,12.80000387,81.20876367,6.41750083,67.10439401,grapes
6.0,123.0,203.0,12.7567962,81.62497448,6.13031049,66.77844567,grapes
13.0,144.0,204.0,30.7280404,82.42614055,6.09224163,68.38135469,grapes
3.0,136.0,205.0,17.5862944,80.84806564,6.33477146,71.4065452,grapes
32.0,121.0,199.0,39.37102553,81.25353895,6.12981272,74.08101744,grapes
4.0,136.0,204.0,29.93707596,81.77713468,5.89894428,65.52279323,grapes
38.0,141.0,198.0,13.05809741,80.28297993,5.75700996,70.75633584,grapes
39.0,132.0,196.0,35.83089092,83.32560104,5.7785944,73.67984885,grapes
14.0,121.0,203.0,9.72445761,83.74765639,6.15868941,74.46411148,grapes
2.0,123.0,198.0,39.64851881,82.21079946,6.25303453,70.39906054,grapes
11.0,132.0,197.0,15.99050693,81.23966573,5.73431701,74.40198861,grapes
6.0,140.0,205.0,17.66558428,82.92903419,6.3130856,69.8671263,grapes
15.0,140.0,195.0,13.28504331,83.54193816,5.69945282,65.80006004,grapes
69.0,47.0,40.0,25.37122686,76.2403666,6.13013638,183.8270791,jute
76.0,44.0,45.0,25.4879684,84.48235878,6.74094764,168.7848886,jute
73.0,45.0,37.0,23.70467146,74.63745355,6.74268809,181.2783964,jute
80.0,52.0,39.0,26.41915161,76.85691248,7.16569685,197.2101782,jute
88.0,52.0,39.0,23.92887902,88.07112278,6.88020462,154.6608736,jute
67.0,41.0,40.0,25.848795,87.81661683,7.3331432,152.6194403,jute
93.0,43.0,38.0,23.61475336,86.14290267,6.98733293,150.2355238,jute
95.0,57.0,41.0,23.24925555,73.65346838,6.434611,184.7674863,jute
88.0,50.0,40.0,25.63215038,79.95150917,7.05182247,182.2582277,jute
66.0,47.0,36.0,24.85441411,74.4407048,6.57256106,175.572958,jute
89.0,41.0,38.0,23.12844351,74.68322732,6.34475195,199.8362913,jute
74.0,49.0,38.0,23.31410442,71.4509053,7.4880144,164.4970373,jute
71.0,56.0,37.0,23.18866654,86.20899734,6.49150624,176.103677,jute
100.0,56.0,40.0,26.38905406,83.31240346,7.43331341,176.1516409,jute
89.0,52.0,42.0,23.09433785,81.45139295,6.14132902,196.6587013,jute
79.0,45.0,43.0,25.71901283,79.15532398,7.17105424,187.1735424,jute
81.0,56.0,36.0,23.39605743,72.60512854,7.09758642,174.7876411,jute
84.0,40.0,43.0,25.01157559,88.3313023,7.22826823,169.4168014,jute
96.0,41.0,40.0,23.58419277,72.00460848,6.09006048,190.4242157,jute
62.0,59.0,41.0,24.2248758,74.89465426,7.17517066,192.4931257,jute
70.0,38.0,35.0,24.39736241,79.26861738,7.01406394,164.2697011,jute
81.0,40.0,45.0,25.7629429,80.76238215,6.42772656,174.5071843,jute
86.0,39.0,43.0,26.14576648,71.23690851,6.43205151,193.1007598,jute
76.0,56.0,39.0,24.39459498,89.89106506,6.55113044,197.1220049,jute
74.0,46.0,45.0,25.75734909,88.36668522,6.025029,189.4263485,jute
82.0,35.0,44.0,26.96656378,78.21047693,6.239011,169.8391177,jute
71.0,52.0,43.0,26.47549543,73.96164569,6.73282613,180.2513601,jute
62.0,49.0,37.0,24.21744605,82.85284045,7.47924812,166.1365886,jute
69.0,57.0,35.0,24.30748599,78.54340987,6.18681439,186.2337571,jute
71.0,54.0,35.0,26.63952463,70.95705996,7.31107708,199.3355744,jute
89.0,57.0,43.0,26.91515043,73.19897535,6.99878717,177.2233048,jute
70.0,43.0,40.0,24.35564134,88.80391021,6.17686019,169.1168028,jute
87.0,48.0,38.0,23.81579631,80.94023552,7.16186573,190.312216,jute
63.0,41.0,45.0,25.29781791,86.8870535,7.12193358,196.6249511,jute
77.0,52.0,41.0,23.89069041,83.46409075,6.09729406,167.7230632,jute
60.0,58.0,37.0,26.13871511,79.1188943,6.06730211,171.4892533,jute
89.0,47.0,38.0,25.52468965,72.24850829,6.00252487,151.8869972,jute
84.0,40.0,42.0,26.2830571,73.35763537,6.70427384,186.6898282,jute
60.0,55.0,40.0,24.9949957,88.95692783,7.02777956,151.4935635,jute
78.0,46.0,42.0,23.09499564,78.45959697,7.09541329,155.3851533,jute
67.0,43.0,38.0,25.21622704,70.88259632,7.29930472,195.8645552,jute
64.0,53.0,38.0,26.24347471,78.51063754,6.85536288,183.4065252,jute
84.0,38.0,43.0,26.57421679,73.81994896,7.26158085,159.3223075,jute
82.0,48.0,36.0,25.79351957,81.76904006,6.35207678,193.2418382,jute
77.0,51.0,44.0,23.25583402,82.7015932,7.12433355,166.2160846,jute
80.0,45.0,42.0,23.1426498,74.99739774,7.38039626,151.9035477,jute
90.0,40.0,39.0,25.72668885,81.86171563,6.62650389,191.9649389,jute
61.0,41.0,44.0,24.36972377,82.11319791,6.53791496,159.9210934,jute
67.0,60.0,38.0,24.79853023,78.53037059,7.16214284,162.2847429,jute
72.0,42.0,43.0,26.56767277,80.90424543,6.35277104,181.2915605,jute
77.0,55.0,43.0,25.49941707,75.99987588,6.66355945,193.7141828,jute
70.0,42.0,43.0,23.16814977,76.66724969,6.50834284,157.1215052,jute
82.0,40.0,45.0,26.21312799,81.70476368,6.66763336,180.1237765,jute
78.0,50.0,43.0,25.12417673,85.72530641,6.34844147,159.5718087,jute
65.0,39.0,45.0,23.66805429,70.89000744,6.76800131,184.4633281,jute
72.0,41.0,36.0,24.09874353,80.57226761,6.18774678,176.8604109,jute
100.0,35.0,36.0,25.31042337,72.01364411,6.34671521,190.5577618,jute
90.0,39.0,37.0,24.81441246,81.68688879,6.86106911,190.7886386,jute
100.0,58.0,41.0,23.17403323,87.88255345,6.65876999,160.6217342,jute
63.0,47.0,35.0,26.98582182,89.05587886,7.43276815,193.8778713,jute
82.0,46.0,41.0,23.3250131,79.79609448,6.58169377,187.3096148,jute
73.0,43.0,42.0,26.58361011,78.00774772,6.31069997,154.8238864,jute
99.0,57.0,38.0,24.80624984,82.09281674,6.35629557,156.3616174,jute
66.0,58.0,35.0,23.5643831,79.46283115,7.32161904,185.25947,jute
77.0,48.0,36.0,25.86705009,84.09985284,7.36008498,154.8390847,jute
90.0,39.0,43.0,24.44743944,82.286484,6.7693455,190.9684885,jute
67.0,46.0,44.0,26.82489244,78.20392774,7.09332863,153.9199807,jute
86.0,40.0,39.0,25.72100868,88.16513579,6.20745964,175.6086697,jute
98.0,43.0,35.0,25.40785911,76.44048625,7.31995221,188.6372826,jute
91.0,41.0,37.0,24.48556447,83.20630007,6.13257052,192.2316221,jute
89.0,53.0,44.0,24.88692811,71.91711523,7.31973548,150.2498675,jute
62.0,56.0,35.0,25.97825807,81.65769588,6.23535764,163.3488091,jute
76.0,54.0,45.0,24.29496635,77.62976013,6.17661883,184.9800516,jute
94.0,37.0,41.0,24.7634518,87.06071115,6.46353871,179.1630865,jute
85.0,53.0,38.0,24.90075709,73.84186449,6.58801731,153.8990984,jute
84.0,55.0,38.0,26.8748389,79.78725152,6.95668274,173.1017097,jute
89.0,58.0,35.0,23.98651719,82.09053379,6.09683878,167.0576456,jute
80.0,43.0,43.0,23.78756036,74.36794079,6.01457208,172.6442654,jute
89.0,52.0,45.0,24.89326318,77.01222585,7.20745721,196.469984,jute
75.0,41.0,35.0,24.97042599,78.62697699,6.85683306,166.6415254,jute
87.0,44.0,40.0,23.87484465,86.79261344,6.71872519,177.5147313,jute
91.0,38.0,36.0,26.5232969,77.17331847,7.28731872,157.8548562,jute
82.0,35.0,35.0,25.49386782,86.97061481,7.29907616,176.5268267,jute
74.0,40.0,40.0,25.13842773,83.12053888,6.38625998,169.3388465,jute
72.0,51.0,40.0,23.20683504,74.09956958,7.4223185,199.4766779,jute
65.0,54.0,39.0,23.75091572,71.14782585,7.12457159,160.0889553,jute
90.0,48.0,45.0,24.06475727,71.31342851,6.50917479,153.6390212,jute
90.0,50.0,44.0,26.91643698,73.48655995,6.25340885,171.4716375,jute
84.0,37.0,42.0,25.49674786,81.13449097,6.69107425,169.9288234,jute
81.0,36.0,38.0,23.76554749,87.98329901,6.33483786,150.3166152,jute
75.0,36.0,44.0,23.28081,74.27607475,6.61334134,153.7447398,jute
60.0,37.0,39.0,26.59104992,82.94164078,6.03348526,161.2469997,jute
72.0,41.0,36.0,26.50838667,86.84264005,6.06589828,152.9801697,jute
67.0,55.0,44.0,26.284017,75.14640198,7.2518473,182.2685447,jute
61.0,41.0,35.0,24.97178693,79.47557931,6.84296648,195.7571622,jute
89.0,40.0,43.0,26.24532085,72.97198375,7.12405013,189.9711184,jute
63.0,37.0,43.0,23.41798979,85.08640476,6.6619579,185.7446728,jute
60.0,55.0,36.0,26.12797248,80.49172597,7.1323893,150.6326874,jute
75.0,56.0,44.0,25.2746335,73.7459581,6.10947806,168.0432282,jute
90.0,59.0,35.0,24.25133493,89.86454053,7.09822793,175.1742112,jute
22.0,70.0,19.0,18.23775702,21.07643273,5.51561502,69.44951585,kidneybeans
12.0,78.0,23.0,16.06522754,18.72479695,5.99812453,88.06638775,kidneybeans
23.0,62.0,19.0,16.51783455,20.4555596,5.60943513,98.77794225,kidneybeans
40.0,64.0,16.0,16.43340342,24.24045875,5.92667698,140.3717815,kidneybeans
31.0,79.0,25.0,23.18864385,22.3104551,5.90203341,63.38208822,kidneybeans
18.0,74.0,15.0,24.9035819,22.27512704,5.70836603,146.4727237,kidneybeans
24.0,80.0,22.0,16.71170642,19.17651433,5.63599397,96.77285817,kidneybeans
14.0,59.0,15.0,21.35135729,22.91244883,5.77909048,146.4548645,kidneybeans
22.0,80.0,20.0,23.00884744,18.86880997,5.66956073,100.118612,kidneybeans
13.0,60.0,25.0,17.13692774,20.59541693,5.68597166,128.256862,kidneybeans
29.0,68.0,23.0,24.1638445,19.27907819,5.74862301,116.7324324,kidneybeans
27.0,56.0,20.0,19.25975367,20.51346956,5.54269012,94.9533526,kidneybeans
36.0,68.0,20.0,17.06104474,23.77201471,5.86442953,81.83420522,kidneybeans
11.0,71.0,17.0,19.9191786,21.47324158,5.74644777,82.68554379,kidneybeans
32.0,79.0,15.0,23.90910104,20.74619325,5.70619862,81.60211243,kidneybeans
28.0,80.0,17.0,19.62207826,18.67170854,5.80941958,144.1567454,kidneybeans
7.0,79.0,23.0,19.6365349,19.68751084,5.82164991,96.65888933,kidneybeans
3.0,77.0,25.0,24.84906168,22.89464642,5.6081652,62.21292186,kidneybeans
7.0,56.0,18.0,18.31357543,24.32991649,5.69837131,76.14153904,kidneybeans
27.0,56.0,22.0,19.91853092,20.70099804,5.83301096,108.6434544,kidneybeans
11.0,78.0,22.0,23.89756791,22.74378977,5.94054682,112.6616435,kidneybeans
25.0,60.0,22.0,21.63149148,21.17919701,5.88726303,134.3649948,kidneybeans
6.0,77.0,25.0,20.61162204,24.36314135,5.79274485,69.63833855,kidneybeans
4.0,67.0,25.0,23.78709569,24.35679348,5.94816445,119.6404412,kidneybeans
28.0,66.0,23.0,21.53989176,24.25386207,5.99616119,120.6913038,kidneybeans
0.0,65.0,15.0,23.46168338,23.22197648,5.64543563,95.84253438,kidneybeans
17.0,57.0,21.0,19.88394011,20.31564139,5.78921429,60.91974792,kidneybeans
27.0,65.0,18.0,20.10993761,23.22323766,5.59503163,73.36386477,kidneybeans
27.0,69.0,22.0,17.91652287,24.90814655,5.93232308,69.14681022,kidneybeans
37.0,72.0,18.0,18.87614998,24.54038287,5.72424206,105.4120514,kidneybeans
18.0,79.0,20.0,20.27514686,23.2353604,5.87734752,139.7521543,kidneybeans
17.0,77.0,24.0,20.76952209,18.93146941,5.5684569,109.0193712,kidneybeans
40.0,78.0,20.0,19.18572809,20.83398341,5.66923626,80.15293435,kidneybeans
37.0,70.0,25.0,19.73136909,24.89487354,5.81940377,84.06354115,kidneybeans
12.0,63.0,17.0,18.358923,19.37703396,5.7171434,138.414764,kidneybeans
17.0,77.0,23.0,24.51324787,20.81527638,5.67006298,64.19497947,kidneybeans
9.0,69.0,20.0,19.30607278,23.96362799,5.591561,129.3449326,kidneybeans
5.0,74.0,21.0,16.24469193,21.35793891,5.59170401,66.97053257,kidneybeans
27.0,64.0,15.0,20.16080524,24.84207559,5.51492726,138.2362122,kidneybeans
34.0,59.0,18.0,23.38002569,21.98879437,5.74411766,87.66898664,kidneybeans
34.0,66.0,17.0,18.81097271,21.27833035,5.88961458,125.084915,kidneybeans
28.0,58.0,24.0,19.72702528,18.28173015,5.74819046,143.7630894,kidneybeans
17.0,59.0,17.0,18.4167001,23.42829938,5.68985813,132.9801054,kidneybeans
12.0,61.0,19.0,19.33162606,24.13995025,5.65572682,68.51253427,kidneybeans
25.0,70.0,16.0,19.63474332,18.90705639,5.759237,106.3598183,kidneybeans
20.0,73.0,22.0,16.03768615,22.33195853,5.97631254,130.3900798,kidneybeans
22.0,71.0,17.0,18.15300153,19.38602098,5.50929538,107.6907964,kidneybeans
34.0,60.0,23.0,20.12574053,24.96969858,5.65925498,100.0497183,kidneybeans
27.0,59.0,22.0,21.81167649,23.20591245,5.7941585,130.0608093,kidneybeans
11.0,61.0,21.0,18.62328774,23.02410338,5.53210055,135.3378033,kidneybeans
31.0,55.0,22.0,22.91350245,21.33953114,5.87317189,109.225556,kidneybeans
8.0,72.0,17.0,20.57341244,19.7520218,5.71143926,87.87869161,kidneybeans
11.0,72.0,20.0,19.52226241,24.92607153,5.95117745,113.334026,kidneybeans
26.0,65.0,22.0,17.84806561,18.77621951,5.94994908,143.0984171,kidneybeans
32.0,68.0,19.0,24.62835037,18.18325169,5.51423414,149.7441028,kidneybeans
22.0,79.0,17.0,21.42451099,20.39659714,5.91228989,116.5206923,kidneybeans
1.0,62.0,23.0,15.43546065,18.37477907,5.60780843,139.0302034,kidneybeans
6.0,62.0,22.0,20.53052663,18.09224048,5.82409098,120.4509288,kidneybeans
34.0,60.0,22.0,17.66148158,18.15302753,5.63523178,100.6711761,kidneybeans
24.0,67.0,22.0,20.120043,22.89845607,5.61884428,104.6252153,kidneybeans
37.0,65.0,16.0,22.8352024,18.97267518,5.68354831,63.59276673,kidneybeans
10.0,55.0,23.0,21.18853178,19.63438599,5.72823308,137.1948633,kidneybeans
32.0,57.0,18.0,15.53834801,23.75560241,5.69542286,107.3850593,kidneybeans
25.0,63.0,20.0,15.78601387,21.14544088,5.50299912,95.17028129,kidneybeans
27.0,72.0,23.0,19.92889503,21.79992115,5.96193448,64.02640797,kidneybeans
19.0,65.0,25.0,18.09551014,18.29318436,5.62509645,144.7902323,kidneybeans
14.0,67.0,22.0,23.82576704,24.75485098,5.62469025,84.64143632,kidneybeans
5.0,65.0,16.0,21.32776028,18.48522915,5.86674437,109.1013261,kidneybeans
23.0,65.0,20.0,23.0429097,22.42610972,5.83394008,108.3684316,kidneybeans
7.0,63.0,24.0,22.95458237,24.03553105,5.85861787,107.7315386,kidneybeans
20.0,69.0,15.0,23.44260668,22.77255917,5.93413638,107.4137246,kidneybeans
37.0,56.0,25.0,22.05592283,19.60379304,5.77475514,126.7265372,kidneybeans
3.0,67.0,24.0,17.00067625,19.90790546,5.52088001,103.2926407,kidneybeans
25.0,76.0,24.0,15.33042636,24.91506728,5.56503533,135.3315583,kidneybeans
11.0,71.0,24.0,21.14011423,22.7182355,5.60662035,141.6056722,kidneybeans
2.0,61.0,20.0,22.13974653,23.02251117,5.95561668,76.64128258,kidneybeans
26.0,80.0,18.0,19.32509638,23.3334788,5.58102152,104.7783947,kidneybeans
13.0,69.0,19.0,17.30844532,20.01730914,5.86390397,115.199245,kidneybeans
9.0,80.0,19.0,21.80619564,18.57086554,5.94546595,125.0972687,kidneybeans
16.0,75.0,21.0,18.50692825,23.61670065,5.67922435,87.0513289,kidneybeans
30.0,63.0,16.0,23.60506572,21.90539577,5.52590453,100.5978728,kidneybeans
35.0,69.0,23.0,16.78791503,24.96881755,5.57841021,75.45328039,kidneybeans
25.0,57.0,19.0,17.15432954,19.87070659,5.5665229,87.99669731,kidneybeans
22.0,60.0,24.0,18.78226261,20.24768314,5.63066475,104.2570723,kidneybeans
27.0,80.0,15.0,19.07096165,21.21092266,5.78838695,86.21917578,kidneybeans
33.0,59.0,22.0,22.64236876,21.59396123,5.94699953,122.3886015,kidneybeans
37.0,64.0,22.0,17.48189735,18.8251973,5.95466535,121.9401369,kidneybeans
0.0,55.0,22.0,22.98666928,20.57940608,5.91677929,143.8584938,kidneybeans
37.0,74.0,15.0,24.92360104,18.22590825,5.5821784,62.7089169,kidneybeans
23.0,59.0,19.0,21.98560799,24.87304788,5.852047,129.5650601,kidneybeans
17.0,64.0,17.0,21.02213209,24.93896255,5.6626991,124.6118471,kidneybeans
27.0,63.0,19.0,20.93409877,21.1893007,5.56220193,133.1914419,kidneybeans
14.0,67.0,15.0,19.56376468,24.67385131,5.69006569,139.2921004,kidneybeans
13.0,72.0,21.0,24.32116642,21.0278674,5.82119449,60.27552528,kidneybeans
19.0,78.0,16.0,20.65375833,23.10538637,5.96753324,67.71768947,kidneybeans
9.0,77.0,17.0,20.12373284,24.45202552,5.78342542,106.158201,kidneybeans
31.0,75.0,18.0,15.46789263,21.43780702,5.82420831,88.88796102,kidneybeans
5.0,59.0,15.0,18.87492997,20.18238348,5.97229163,134.1811718,kidneybeans
21.0,63.0,17.0,15.77370214,19.2303162,5.97997396,108.3441414,kidneybeans
40.0,73.0,20.0,21.59343016,20.31871249,5.81131423,61.13872036,kidneybeans
39.0,78.0,15.0,21.35499456,62.60136323,5.9253918,41.78219834,lentil
14.0,59.0,22.0,23.82723528,67.89815262,6.76660668,46.90725077,lentil
37.0,62.0,22.0,24.02037872,61.62313345,7.39754627,49.78102578,lentil
14.0,67.0,25.0,25.28710601,60.85993533,7.24115194,49.37369982,lentil
6.0,59.0,21.0,26.58972517,66.14007674,6.13921594,50.90994463,lentil
10.0,75.0,17.0,18.43966037,68.05394959,7.73219479,39.00992137,lentil
28.0,70.0,21.0,25.39038396,60.4989659,7.43737367,39.18374505,lentil
29.0,71.0,18.0,22.17499963,62.13873825,6.41044148,53.46622584,lentil
13.0,61.0,24.0,18.29783597,69.6897615,7.62991025,49.39111479,lentil
11.0,74.0,17.0,21.36383757,69.92375891,6.63386458,46.6352865,lentil
26.0,56.0,22.0,23.05276444,60.424786,7.01112122,52.60285259,lentil
16.0,65.0,19.0,27.61204997,69.29786244,7.04316024,42.72374404,lentil
40.0,79.0,17.0,21.12695586,63.18738532,6.40368362,38.71834464,lentil
4.0,59.0,19.0,26.25070298,67.62779652,7.62149457,40.8106299,lentil
2.0,78.0,23.0,21.31852148,66.43934593,7.32051472,45.42616802,lentil
14.0,69.0,19.0,20.95628486,63.68128841,7.23945515,52.39881209,lentil
6.0,77.0,20.0,25.78746268,60.2816298,6.05830616,49.14337177,lentil
37.0,71.0,16.0,26.28663931,68.51966729,7.32486348,46.13833007,lentil
24.0,61.0,17.0,22.6371424,65.44544859,6.23326904,38.30411077,lentil
27.0,80.0,24.0,28.42062847,61.77336343,7.81521066,49.02366803,lentil
39.0,70.0,15.0,20.76774783,63.90164154,6.36635578,47.9271552,lentil
1.0,67.0,21.0,27.52135365,60.53657684,6.5515776,48.06491307,lentil
14.0,74.0,15.0,27.99990346,65.57653373,6.49303687,49.94043064,lentil
16.0,65.0,16.0,18.13027797,62.45851612,6.07872411,50.6128521,lentil
8.0,58.0,17.0,28.75273118,69.15640149,7.28604998,35.15426171,lentil
7.0,63.0,24.0,19.55750776,64.45268309,6.81868109,53.04669416,lentil
4.0,61.0,21.0,24.84063998,60.09116626,6.75020529,48.77790371,lentil
39.0,65.0,23.0,25.43459777,69.12613376,7.6859593,41.02682925,lentil
10.0,56.0,18.0,27.99627907,68.6428593,7.32710972,46.10585191,lentil
19.0,72.0,15.0,28.83600962,69.76112921,6.89076012,44.08562546,lentil
2.0,79.0,15.0,21.53577883,65.47227704,7.50528362,35.75107592,lentil
6.0,72.0,15.0,22.99451999,66.70897237,7.67017812,54.49044154,lentil
13.0,74.0,25.0,24.12192608,61.09533545,6.46161858,44.23629285,lentil
36.0,65.0,16.0,25.71269843,64.1123333,7.69201366,50.17067771,lentil
10.0,78.0,18.0,18.54141834,62.70637578,6.29697691,44.07819743,lentil
22.0,68.0,16.0,27.70496805,63.20915034,7.74672376,37.46160727,lentil
10.0,70.0,19.0,24.84918386,68.98088448,7.27242764,41.61080544,lentil
18.0,57.0,21.0,27.37659643,63.93927841,6.15591598,49.47371773,lentil
28.0,58.0,25.0,27.4818649,62.04814951,6.86164004,37.81123974,lentil
15.0,77.0,20.0,25.13163619,66.92642362,7.39974929,49.04015558,lentil
32.0,79.0,22.0,27.60195453,63.46170674,5.91645379,54.37814199,lentil
22.0,67.0,22.0,29.03017561,64.49166566,7.47592664,54.9393771,lentil
31.0,58.0,15.0,28.31886863,60.19461399,6.16785538,45.36521251,lentil
